lat, lon
-1.0,-27.0
-1.0,-26.75
-1.25,-54.0
-1.25,-53.75
-1.25,-53.5
-1.25,-53.25
-1.25,-53.0
-1.25,-52.75
-1.25,-52.5
-1.25,-52.25
-1.25,-52.0
-1.25,-51.75
-1.25,-51.5
-1.25,-51.25
-1.25,-51.0
-1.25,-50.75
-1.25,-50.5
-1.25,-50.25
-1.25,-50.0
-1.25,-49.75
-1.25,-49.5
-1.25,-49.25
-1.25,-49.0
-1.25,-48.75
-1.25,-48.5
-1.25,-48.25
-1.25,-48.0
-1.25,-47.75
-1.25,-47.5
-1.25,-47.25
-1.25,-47.0
-1.25,-46.75
-1.25,-46.5
-1.25,-46.25
-1.25,-46.0
-1.25,-45.75
-1.25,-45.5
-1.25,-45.25
-1.25,-45.0
-1.25,-44.75
-1.25,-44.5
-1.25,-44.25
-1.25,-44.0
-1.25,-43.75
-1.25,-43.5
-1.25,-43.25
-1.25,-43.0
-1.25,-42.75
-1.25,-42.5
-1.25,-42.25
-1.25,-42.0
-1.25,-41.75
-1.25,-41.5
-1.25,-41.25
-1.25,-41.0
-1.25,-40.75
-1.25,-40.5
-1.25,-40.25
-1.25,-40.0
-1.25,-39.75
-1.25,-39.5
-1.25,-39.25
-1.25,-39.0
-1.25,-38.75
-1.25,-38.5
-1.25,-38.25
-1.25,-38.0
-1.25,-37.75
-1.25,-37.5
-1.25,-37.25
-1.25,-37.0
-1.25,-36.75
-1.25,-36.5
-1.25,-36.25
-1.25,-35.75
-1.25,-35.5
-1.25,-35.25
-1.25,-35.0
-1.25,-34.75
-1.25,-34.5
-1.25,-34.25
-1.25,-34.0
-1.25,-33.75
-1.25,-33.5
-1.25,-33.25
-1.25,-33.0
-1.25,-32.75
-1.25,-32.5
-1.25,-32.25
-1.25,-32.0
-1.25,-31.75
-1.25,-31.5
-1.25,-31.25
-1.25,-31.0
-1.25,-30.75
-1.25,-30.5
-1.25,-30.25
-1.25,-30.0
-1.25,-29.75
-1.25,-29.5
-1.25,-29.25
-1.25,-29.0
-1.25,-28.75
-1.25,-28.5
-1.25,-28.25
-1.25,-28.0
-1.25,-27.75
-1.25,-27.5
-1.25,-27.25
-1.25,-27.0
-1.5,-54.0
-1.5,-53.75
-1.5,-53.5
-1.5,-53.25
-1.5,-53.0
-1.5,-52.75
-1.5,-52.5
-1.5,-52.25
-1.5,-52.0
-1.5,-51.75
-1.5,-51.5
-1.5,-51.25
-1.5,-51.0
-1.5,-50.75
-1.5,-50.5
-1.5,-50.25
-1.5,-50.0
-1.5,-49.75
-1.5,-49.5
-1.5,-49.25
-1.5,-49.0
-1.5,-48.75
-1.5,-48.5
-1.5,-48.25
-1.5,-48.0
-1.5,-47.75
-1.5,-47.5
-1.5,-47.25
-1.5,-47.0
-1.5,-46.75
-1.5,-46.5
-1.5,-46.25
-1.5,-46.0
-1.5,-45.75
-1.5,-45.5
-1.5,-45.25
-1.5,-45.0
-1.5,-44.75
-1.5,-44.5
-1.5,-44.25
-1.5,-44.0
-1.5,-43.75
-1.5,-43.5
-1.5,-43.25
-1.5,-43.0
-1.5,-42.75
-1.5,-42.5
-1.5,-42.25
-1.5,-42.0
-1.5,-41.75
-1.5,-41.5
-1.5,-41.25
-1.5,-41.0
-1.5,-40.75
-1.5,-40.5
-1.5,-40.25
-1.5,-40.0
-1.5,-39.75
-1.5,-39.5
-1.5,-39.25
-1.5,-39.0
-1.5,-38.75
-1.5,-38.5
-1.5,-38.25
-1.5,-38.0
-1.5,-37.75
-1.5,-37.5
-1.5,-37.25
-1.5,-37.0
-1.5,-36.75
-1.5,-36.5
-1.5,-36.25
-1.5,-36.0
-1.5,-35.75
-1.5,-35.5
-1.5,-35.25
-1.5,-35.0
-1.5,-34.75
-1.5,-34.5
-1.5,-34.25
-1.5,-34.0
-1.5,-33.75
-1.5,-33.5
-1.5,-33.25
-1.5,-33.0
-1.5,-32.75
-1.5,-32.5
-1.5,-32.25
-1.5,-32.0
-1.5,-31.75
-1.5,-31.5
-1.5,-31.25
-1.5,-31.0
-1.5,-30.75
-1.5,-30.5
-1.5,-30.25
-1.5,-30.0
-1.5,-29.75
-1.5,-29.5
-1.5,-29.25
-1.5,-29.0
-1.5,-28.75
-1.5,-28.5
-1.5,-28.25
-1.5,-28.0
-1.5,-27.75
-1.5,-27.5
-1.5,-27.25
-1.75,-54.0
-1.75,-53.75
-1.75,-53.5
-1.75,-53.25
-1.75,-53.0
-1.75,-52.75
-1.75,-52.5
-1.75,-52.25
-1.75,-52.0
-1.75,-51.75
-1.75,-51.5
-1.75,-51.25
-1.75,-51.0
-1.75,-50.75
-1.75,-50.5
-1.75,-50.25
-1.75,-50.0
-1.75,-49.75
-1.75,-49.5
-1.75,-49.25
-1.75,-49.0
-1.75,-48.75
-1.75,-48.5
-1.75,-48.25
-1.75,-48.0
-1.75,-47.75
-1.75,-47.5
-1.75,-47.25
-1.75,-47.0
-1.75,-46.75
-1.75,-46.5
-1.75,-46.25
-1.75,-46.0
-1.75,-45.75
-1.75,-45.5
-1.75,-45.25
-1.75,-45.0
-1.75,-44.75
-1.75,-44.5
-1.75,-44.25
-1.75,-44.0
-1.75,-43.75
-1.75,-43.5
-1.75,-43.25
-1.75,-43.0
-1.75,-42.75
-1.75,-42.5
-1.75,-42.25
-1.75,-42.0
-1.75,-41.75
-1.75,-41.5
-1.75,-41.25
-1.75,-41.0
-1.75,-40.75
-1.75,-40.5
-1.75,-40.25
-1.75,-40.0
-1.75,-39.75
-1.75,-39.5
-1.75,-39.25
-1.75,-39.0
-1.75,-38.75
-1.75,-38.5
-1.75,-38.25
-1.75,-38.0
-1.75,-37.75
-1.75,-37.5
-1.75,-37.25
-1.75,-37.0
-1.75,-36.75
-1.75,-36.5
-1.75,-36.25
-1.75,-36.0
-1.75,-35.75
-1.75,-35.5
-1.75,-35.25
-1.75,-35.0
-1.75,-34.75
-1.75,-34.5
-1.75,-34.25
-1.75,-34.0
-1.75,-33.75
-1.75,-33.5
-1.75,-33.25
-1.75,-33.0
-1.75,-32.75
-1.75,-32.5
-1.75,-32.25
-1.75,-32.0
-1.75,-31.75
-1.75,-31.5
-1.75,-31.25
-1.75,-31.0
-1.75,-30.75
-1.75,-30.5
-1.75,-30.25
-1.75,-30.0
-1.75,-29.75
-1.75,-29.5
-1.75,-29.25
-1.75,-29.0
-1.75,-28.75
-1.75,-28.5
-1.75,-28.25
-1.75,-28.0
-1.75,-27.75
-1.75,-27.5
-2.0,-54.0
-2.0,-53.75
-2.0,-53.5
-2.0,-53.25
-2.0,-53.0
-2.0,-52.75
-2.0,-52.5
-2.0,-52.25
-2.0,-52.0
-2.0,-51.75
-2.0,-51.5
-2.0,-51.25
-2.0,-51.0
-2.0,-50.75
-2.0,-50.5
-2.0,-50.25
-2.0,-50.0
-2.0,-49.75
-2.0,-49.5
-2.0,-49.25
-2.0,-49.0
-2.0,-48.75
-2.0,-48.5
-2.0,-48.25
-2.0,-48.0
-2.0,-47.75
-2.0,-47.5
-2.0,-47.25
-2.0,-47.0
-2.0,-46.75
-2.0,-46.5
-2.0,-46.25
-2.0,-46.0
-2.0,-45.75
-2.0,-45.5
-2.0,-45.25
-2.0,-45.0
-2.0,-44.75
-2.0,-44.5
-2.0,-44.25
-2.0,-44.0
-2.0,-43.75
-2.0,-43.5
-2.0,-43.25
-2.0,-43.0
-2.0,-42.75
-2.0,-42.5
-2.0,-42.25
-2.0,-42.0
-2.0,-41.75
-2.0,-41.5
-2.0,-41.25
-2.0,-41.0
-2.0,-40.75
-2.0,-40.5
-2.0,-40.25
-2.0,-40.0
-2.0,-39.75
-2.0,-39.5
-2.0,-39.25
-2.0,-39.0
-2.0,-38.75
-2.0,-38.5
-2.0,-38.25
-2.0,-38.0
-2.0,-37.75
-2.0,-37.5
-2.0,-37.25
-2.0,-37.0
-2.0,-36.75
-2.0,-36.5
-2.0,-36.25
-2.0,-36.0
-2.0,-35.75
-2.0,-35.5
-2.0,-35.25
-2.0,-35.0
-2.0,-34.75
-2.0,-34.5
-2.0,-34.25
-2.0,-34.0
-2.0,-33.75
-2.0,-33.5
-2.0,-33.25
-2.0,-33.0
-2.0,-32.75
-2.0,-32.5
-2.0,-32.25
-2.0,-32.0
-2.0,-31.75
-2.0,-31.5
-2.0,-31.25
-2.0,-31.0
-2.0,-30.75
-2.0,-30.5
-2.0,-30.25
-2.0,-30.0
-2.0,-29.75
-2.0,-29.5
-2.0,-29.25
-2.0,-29.0
-2.0,-28.75
-2.0,-28.5
-2.0,-28.25
-2.0,-28.0
-2.0,-27.75
-2.25,-54.0
-2.25,-53.75
-2.25,-53.5
-2.25,-53.25
-2.25,-53.0
-2.25,-52.75
-2.25,-52.5
-2.25,-52.25
-2.25,-52.0
-2.25,-51.75
-2.25,-51.5
-2.25,-51.25
-2.25,-51.0
-2.25,-50.75
-2.25,-50.5
-2.25,-50.25
-2.25,-50.0
-2.25,-49.75
-2.25,-49.5
-2.25,-49.25
-2.25,-49.0
-2.25,-48.75
-2.25,-48.5
-2.25,-48.25
-2.25,-48.0
-2.25,-47.75
-2.25,-47.5
-2.25,-47.25
-2.25,-47.0
-2.25,-46.75
-2.25,-46.5
-2.25,-46.25
-2.25,-46.0
-2.25,-45.75
-2.25,-45.5
-2.25,-45.25
-2.25,-45.0
-2.25,-44.75
-2.25,-44.5
-2.25,-44.25
-2.25,-44.0
-2.25,-43.75
-2.25,-43.5
-2.25,-43.25
-2.25,-43.0
-2.25,-42.75
-2.25,-42.5
-2.25,-42.25
-2.25,-42.0
-2.25,-41.75
-2.25,-41.5
-2.25,-41.25
-2.25,-41.0
-2.25,-40.75
-2.25,-40.5
-2.25,-40.25
-2.25,-40.0
-2.25,-39.75
-2.25,-39.5
-2.25,-39.25
-2.25,-39.0
-2.25,-38.75
-2.25,-38.5
-2.25,-38.25
-2.25,-38.0
-2.25,-37.75
-2.25,-37.5
-2.25,-37.25
-2.25,-37.0
-2.25,-36.75
-2.25,-36.5
-2.25,-36.25
-2.25,-36.0
-2.25,-35.75
-2.25,-35.5
-2.25,-35.25
-2.25,-35.0
-2.25,-34.75
-2.25,-34.5
-2.25,-34.25
-2.25,-34.0
-2.25,-33.75
-2.25,-33.5
-2.25,-33.25
-2.25,-33.0
-2.25,-32.75
-2.25,-32.5
-2.25,-32.25
-2.25,-32.0
-2.25,-31.75
-2.25,-31.5
-2.25,-31.25
-2.25,-31.0
-2.25,-30.75
-2.25,-30.5
-2.25,-30.25
-2.25,-30.0
-2.25,-29.75
-2.25,-29.5
-2.25,-29.25
-2.25,-29.0
-2.25,-28.75
-2.25,-28.5
-2.5,-54.0
-2.5,-53.75
-2.5,-53.5
-2.5,-53.25
-2.5,-53.0
-2.5,-52.75
-2.5,-52.5
-2.5,-52.25
-2.5,-52.0
-2.5,-51.75
-2.5,-51.5
-2.5,-51.25
-2.5,-51.0
-2.5,-50.75
-2.5,-50.5
-2.5,-50.25
-2.5,-50.0
-2.5,-49.75
-2.5,-49.5
-2.5,-49.25
-2.5,-49.0
-2.5,-48.75
-2.5,-48.5
-2.5,-48.25
-2.5,-48.0
-2.5,-47.75
-2.5,-47.5
-2.5,-47.25
-2.5,-47.0
-2.5,-46.75
-2.5,-46.5
-2.5,-46.25
-2.5,-46.0
-2.5,-45.75
-2.5,-45.5
-2.5,-45.25
-2.5,-45.0
-2.5,-44.75
-2.5,-44.5
-2.5,-44.25
-2.5,-44.0
-2.5,-43.75
-2.5,-43.5
-2.5,-43.25
-2.5,-43.0
-2.5,-42.75
-2.5,-42.5
-2.5,-42.25
-2.5,-42.0
-2.5,-41.75
-2.5,-41.5
-2.5,-41.25
-2.5,-41.0
-2.5,-40.75
-2.5,-40.5
-2.5,-40.25
-2.5,-40.0
-2.5,-39.75
-2.5,-39.5
-2.5,-39.25
-2.5,-39.0
-2.5,-38.75
-2.5,-38.5
-2.5,-38.25
-2.5,-38.0
-2.5,-37.75
-2.5,-37.5
-2.5,-37.25
-2.5,-37.0
-2.5,-36.75
-2.5,-36.5
-2.5,-36.25
-2.5,-36.0
-2.5,-35.75
-2.5,-35.5
-2.5,-35.25
-2.5,-35.0
-2.5,-34.75
-2.5,-34.5
-2.5,-34.25
-2.5,-34.0
-2.5,-33.75
-2.5,-33.5
-2.5,-33.25
-2.5,-33.0
-2.5,-32.75
-2.5,-32.5
-2.5,-32.25
-2.5,-32.0
-2.5,-31.75
-2.5,-31.5
-2.5,-31.25
-2.5,-31.0
-2.5,-30.75
-2.5,-30.5
-2.5,-30.25
-2.5,-30.0
-2.5,-29.75
-2.5,-29.5
-2.75,-54.0
-2.75,-53.75
-2.75,-53.5
-2.75,-53.25
-2.75,-53.0
-2.75,-52.75
-2.75,-52.5
-2.75,-52.25
-2.75,-52.0
-2.75,-51.75
-2.75,-51.5
-2.75,-51.25
-2.75,-51.0
-2.75,-50.75
-2.75,-50.5
-2.75,-50.25
-2.75,-50.0
-2.75,-49.75
-2.75,-49.5
-2.75,-49.25
-2.75,-49.0
-2.75,-48.75
-2.75,-48.5
-2.75,-48.25
-2.75,-48.0
-2.75,-47.75
-2.75,-47.5
-2.75,-47.25
-2.75,-47.0
-2.75,-46.75
-2.75,-46.5
-2.75,-46.25
-2.75,-46.0
-2.75,-45.75
-2.75,-45.5
-2.75,-45.25
-2.75,-45.0
-2.75,-44.75
-2.75,-44.5
-2.75,-44.25
-2.75,-44.0
-2.75,-43.75
-2.75,-43.5
-2.75,-43.25
-2.75,-43.0
-2.75,-42.75
-2.75,-42.5
-2.75,-42.25
-2.75,-42.0
-2.75,-41.75
-2.75,-41.5
-2.75,-41.25
-2.75,-41.0
-2.75,-40.75
-2.75,-40.5
-2.75,-40.25
-2.75,-40.0
-2.75,-39.75
-2.75,-39.5
-2.75,-39.25
-2.75,-39.0
-2.75,-38.75
-2.75,-38.5
-2.75,-38.25
-2.75,-38.0
-2.75,-37.75
-2.75,-37.5
-2.75,-37.25
-2.75,-37.0
-2.75,-36.75
-2.75,-36.5
-2.75,-36.25
-2.75,-36.0
-2.75,-35.75
-2.75,-35.5
-2.75,-35.25
-2.75,-35.0
-2.75,-34.75
-2.75,-34.5
-2.75,-34.25
-2.75,-34.0
-2.75,-33.75
-2.75,-33.5
-2.75,-33.25
-2.75,-33.0
-2.75,-32.75
-2.75,-32.5
-2.75,-32.25
-2.75,-32.0
-2.75,-31.75
-2.75,-31.5
-2.75,-31.25
-2.75,-31.0
-2.75,-30.75
-2.75,-30.5
-2.75,-30.25
-2.75,-30.0
-2.75,-29.75
-2.75,-29.5
-2.75,-29.25
-3.0,-54.0
-3.0,-53.75
-3.0,-53.5
-3.0,-53.25
-3.0,-53.0
-3.0,-52.75
-3.0,-52.5
-3.0,-52.25
-3.0,-52.0
-3.0,-51.75
-3.0,-51.5
-3.0,-51.25
-3.0,-51.0
-3.0,-50.75
-3.0,-50.5
-3.0,-50.25
-3.0,-50.0
-3.0,-49.75
-3.0,-49.5
-3.0,-49.25
-3.0,-49.0
-3.0,-48.75
-3.0,-48.5
-3.0,-48.25
-3.0,-48.0
-3.0,-47.75
-3.0,-47.5
-3.0,-47.25
-3.0,-47.0
-3.0,-46.75
-3.0,-46.5
-3.0,-46.25
-3.0,-46.0
-3.0,-45.75
-3.0,-45.5
-3.0,-45.25
-3.0,-45.0
-3.0,-44.75
-3.0,-44.5
-3.0,-44.25
-3.0,-44.0
-3.0,-43.75
-3.0,-43.5
-3.0,-43.25
-3.0,-43.0
-3.0,-42.75
-3.0,-42.5
-3.0,-42.25
-3.0,-42.0
-3.0,-41.75
-3.0,-41.5
-3.0,-41.25
-3.0,-41.0
-3.0,-40.75
-3.0,-40.5
-3.0,-40.25
-3.0,-40.0
-3.0,-39.75
-3.0,-39.5
-3.0,-39.25
-3.0,-39.0
-3.0,-38.75
-3.0,-38.5
-3.0,-38.25
-3.0,-38.0
-3.0,-37.75
-3.0,-37.5
-3.0,-37.25
-3.0,-37.0
-3.0,-36.75
-3.0,-36.5
-3.0,-36.25
-3.0,-36.0
-3.0,-35.75
-3.0,-35.5
-3.0,-35.25
-3.0,-35.0
-3.0,-34.75
-3.0,-34.5
-3.0,-34.25
-3.0,-34.0
-3.0,-33.75
-3.0,-33.5
-3.0,-33.25
-3.0,-33.0
-3.0,-32.75
-3.0,-32.5
-3.0,-32.25
-3.0,-32.0
-3.0,-31.75
-3.0,-31.5
-3.0,-31.25
-3.0,-31.0
-3.0,-30.75
-3.0,-30.5
-3.0,-30.25
-3.0,-30.0
-3.0,-29.75
-3.0,-29.5
-3.0,-29.25
-3.25,-54.0
-3.25,-53.75
-3.25,-53.5
-3.25,-53.25
-3.25,-53.0
-3.25,-52.75
-3.25,-52.5
-3.25,-52.25
-3.25,-52.0
-3.25,-51.75
-3.25,-51.5
-3.25,-51.25
-3.25,-51.0
-3.25,-50.75
-3.25,-50.5
-3.25,-50.25
-3.25,-50.0
-3.25,-49.75
-3.25,-49.5
-3.25,-49.25
-3.25,-49.0
-3.25,-48.75
-3.25,-48.5
-3.25,-48.25
-3.25,-48.0
-3.25,-47.75
-3.25,-47.5
-3.25,-47.25
-3.25,-47.0
-3.25,-46.75
-3.25,-46.5
-3.25,-46.25
-3.25,-46.0
-3.25,-45.75
-3.25,-45.5
-3.25,-45.25
-3.25,-45.0
-3.25,-44.75
-3.25,-44.5
-3.25,-44.25
-3.25,-44.0
-3.25,-43.75
-3.25,-43.5
-3.25,-43.25
-3.25,-43.0
-3.25,-42.75
-3.25,-42.5
-3.25,-42.25
-3.25,-42.0
-3.25,-41.75
-3.25,-41.5
-3.25,-41.25
-3.25,-41.0
-3.25,-40.75
-3.25,-40.5
-3.25,-40.25
-3.25,-40.0
-3.25,-39.75
-3.25,-39.5
-3.25,-39.25
-3.25,-39.0
-3.25,-38.75
-3.25,-38.5
-3.25,-38.25
-3.25,-38.0
-3.25,-37.75
-3.25,-37.5
-3.25,-37.25
-3.25,-37.0
-3.25,-36.75
-3.25,-36.5
-3.25,-36.25
-3.25,-36.0
-3.25,-35.75
-3.25,-35.5
-3.25,-35.25
-3.25,-35.0
-3.25,-34.75
-3.25,-34.5
-3.25,-34.25
-3.25,-34.0
-3.25,-33.75
-3.25,-33.5
-3.25,-33.25
-3.25,-33.0
-3.25,-32.75
-3.25,-32.5
-3.25,-32.25
-3.25,-32.0
-3.25,-31.75
-3.25,-31.5
-3.25,-31.25
-3.25,-31.0
-3.25,-30.75
-3.25,-30.5
-3.25,-30.25
-3.25,-30.0
-3.25,-29.75
-3.25,-29.5
-3.25,-29.25
-3.5,-54.0
-3.5,-53.75
-3.5,-53.5
-3.5,-53.25
-3.5,-53.0
-3.5,-52.75
-3.5,-52.5
-3.5,-52.25
-3.5,-52.0
-3.5,-51.75
-3.5,-51.5
-3.5,-51.25
-3.5,-51.0
-3.5,-50.75
-3.5,-50.5
-3.5,-50.25
-3.5,-50.0
-3.5,-49.75
-3.5,-49.5
-3.5,-49.25
-3.5,-49.0
-3.5,-48.75
-3.5,-48.5
-3.5,-48.25
-3.5,-48.0
-3.5,-47.75
-3.5,-47.5
-3.5,-47.25
-3.5,-47.0
-3.5,-46.75
-3.5,-46.5
-3.5,-46.25
-3.5,-46.0
-3.5,-45.75
-3.5,-45.5
-3.5,-45.25
-3.5,-45.0
-3.5,-44.75
-3.5,-44.5
-3.5,-44.25
-3.5,-44.0
-3.5,-43.75
-3.5,-43.5
-3.5,-43.25
-3.5,-43.0
-3.5,-42.75
-3.5,-42.5
-3.5,-42.25
-3.5,-42.0
-3.5,-41.75
-3.5,-41.5
-3.5,-41.25
-3.5,-41.0
-3.5,-40.75
-3.5,-40.5
-3.5,-40.25
-3.5,-40.0
-3.5,-39.75
-3.5,-39.5
-3.5,-39.25
-3.5,-39.0
-3.5,-38.75
-3.5,-38.5
-3.5,-38.25
-3.5,-38.0
-3.5,-37.75
-3.5,-37.5
-3.5,-37.25
-3.5,-37.0
-3.5,-36.75
-3.5,-36.5
-3.5,-36.25
-3.5,-36.0
-3.5,-35.75
-3.5,-35.5
-3.5,-35.25
-3.5,-35.0
-3.5,-34.75
-3.5,-34.5
-3.5,-34.25
-3.5,-34.0
-3.5,-33.75
-3.5,-33.5
-3.5,-33.25
-3.5,-33.0
-3.5,-32.75
-3.5,-32.5
-3.5,-32.25
-3.5,-32.0
-3.5,-31.75
-3.5,-31.5
-3.5,-31.25
-3.5,-31.0
-3.5,-30.75
-3.5,-30.5
-3.5,-30.25
-3.5,-30.0
-3.5,-29.75
-3.5,-29.5
-3.5,-29.25
-3.75,-54.0
-3.75,-53.75
-3.75,-53.5
-3.75,-53.25
-3.75,-53.0
-3.75,-52.75
-3.75,-52.5
-3.75,-52.25
-3.75,-52.0
-3.75,-51.75
-3.75,-51.5
-3.75,-51.25
-3.75,-51.0
-3.75,-50.75
-3.75,-50.5
-3.75,-50.25
-3.75,-50.0
-3.75,-49.75
-3.75,-49.5
-3.75,-49.25
-3.75,-49.0
-3.75,-48.75
-3.75,-48.5
-3.75,-48.25
-3.75,-48.0
-3.75,-47.75
-3.75,-47.5
-3.75,-47.25
-3.75,-47.0
-3.75,-46.75
-3.75,-46.5
-3.75,-46.25
-3.75,-46.0
-3.75,-45.75
-3.75,-45.5
-3.75,-45.25
-3.75,-45.0
-3.75,-44.75
-3.75,-44.5
-3.75,-44.25
-3.75,-44.0
-3.75,-43.75
-3.75,-43.5
-3.75,-43.25
-3.75,-43.0
-3.75,-42.75
-3.75,-42.5
-3.75,-42.25
-3.75,-42.0
-3.75,-41.75
-3.75,-41.5
-3.75,-41.25
-3.75,-41.0
-3.75,-40.75
-3.75,-40.5
-3.75,-40.25
-3.75,-40.0
-3.75,-39.75
-3.75,-39.5
-3.75,-39.25
-3.75,-39.0
-3.75,-38.75
-3.75,-38.5
-3.75,-38.25
-3.75,-38.0
-3.75,-37.75
-3.75,-37.5
-3.75,-37.25
-3.75,-37.0
-3.75,-36.75
-3.75,-36.5
-3.75,-36.25
-3.75,-36.0
-3.75,-35.75
-3.75,-35.5
-3.75,-35.25
-3.75,-35.0
-3.75,-34.75
-3.75,-34.5
-3.75,-34.25
-3.75,-34.0
-3.75,-33.75
-3.75,-33.5
-3.75,-33.25
-3.75,-33.0
-3.75,-32.75
-3.75,-32.5
-3.75,-32.25
-3.75,-32.0
-3.75,-31.75
-3.75,-31.5
-3.75,-31.25
-3.75,-31.0
-3.75,-30.75
-3.75,-30.5
-3.75,-30.25
-3.75,-30.0
-3.75,-29.75
-3.75,-29.5
-3.75,-29.25
-4.0,-54.0
-4.0,-53.75
-4.0,-53.5
-4.0,-53.25
-4.0,-53.0
-4.0,-52.75
-4.0,-52.5
-4.0,-52.25
-4.0,-52.0
-4.0,-51.75
-4.0,-51.5
-4.0,-51.25
-4.0,-51.0
-4.0,-50.75
-4.0,-50.5
-4.0,-50.25
-4.0,-50.0
-4.0,-49.75
-4.0,-49.5
-4.0,-49.25
-4.0,-49.0
-4.0,-48.75
-4.0,-48.5
-4.0,-48.25
-4.0,-48.0
-4.0,-47.75
-4.0,-47.5
-4.0,-47.25
-4.0,-47.0
-4.0,-46.75
-4.0,-46.5
-4.0,-46.25
-4.0,-46.0
-4.0,-45.75
-4.0,-45.5
-4.0,-45.25
-4.0,-45.0
-4.0,-44.75
-4.0,-44.5
-4.0,-44.25
-4.0,-44.0
-4.0,-43.75
-4.0,-43.5
-4.0,-43.25
-4.0,-43.0
-4.0,-42.75
-4.0,-42.5
-4.0,-42.25
-4.0,-42.0
-4.0,-41.75
-4.0,-41.5
-4.0,-41.25
-4.0,-41.0
-4.0,-40.75
-4.0,-40.5
-4.0,-40.25
-4.0,-40.0
-4.0,-39.75
-4.0,-39.5
-4.0,-39.25
-4.0,-39.0
-4.0,-38.75
-4.0,-38.5
-4.0,-38.25
-4.0,-38.0
-4.0,-37.75
-4.0,-37.5
-4.0,-37.25
-4.0,-37.0
-4.0,-36.75
-4.0,-36.5
-4.0,-36.25
-4.0,-36.0
-4.0,-35.75
-4.0,-35.5
-4.0,-35.25
-4.0,-35.0
-4.0,-34.75
-4.0,-34.5
-4.0,-34.25
-4.0,-34.0
-4.0,-33.75
-4.0,-33.5
-4.0,-33.25
-4.0,-33.0
-4.0,-32.75
-4.0,-32.5
-4.0,-32.25
-4.0,-32.0
-4.0,-31.75
-4.0,-31.5
-4.0,-31.25
-4.0,-31.0
-4.0,-30.75
-4.0,-30.5
-4.0,-30.25
-4.0,-30.0
-4.0,-29.75
-4.0,-29.5
-4.0,-29.25
-4.25,-54.0
-4.25,-53.75
-4.25,-53.5
-4.25,-53.25
-4.25,-53.0
-4.25,-52.75
-4.25,-52.5
-4.25,-52.25
-4.25,-52.0
-4.25,-51.75
-4.25,-51.5
-4.25,-51.25
-4.25,-51.0
-4.25,-50.75
-4.25,-50.5
-4.25,-50.25
-4.25,-50.0
-4.25,-49.75
-4.25,-49.5
-4.25,-49.25
-4.25,-49.0
-4.25,-48.75
-4.25,-48.5
-4.25,-48.25
-4.25,-48.0
-4.25,-47.75
-4.25,-47.5
-4.25,-47.25
-4.25,-47.0
-4.25,-46.75
-4.25,-46.5
-4.25,-46.25
-4.25,-46.0
-4.25,-45.75
-4.25,-45.5
-4.25,-45.25
-4.25,-45.0
-4.25,-44.75
-4.25,-44.5
-4.25,-44.25
-4.25,-44.0
-4.25,-43.75
-4.25,-43.5
-4.25,-43.25
-4.25,-43.0
-4.25,-42.75
-4.25,-42.5
-4.25,-42.25
-4.25,-42.0
-4.25,-41.75
-4.25,-41.5
-4.25,-41.25
-4.25,-41.0
-4.25,-40.75
-4.25,-40.5
-4.25,-40.25
-4.25,-40.0
-4.25,-39.75
-4.25,-39.5
-4.25,-39.25
-4.25,-39.0
-4.25,-38.75
-4.25,-38.5
-4.25,-38.25
-4.25,-38.0
-4.25,-37.75
-4.25,-37.5
-4.25,-37.25
-4.25,-37.0
-4.25,-36.75
-4.25,-36.5
-4.25,-36.25
-4.25,-36.0
-4.25,-35.75
-4.25,-35.5
-4.25,-35.25
-4.25,-35.0
-4.25,-34.75
-4.25,-34.5
-4.25,-34.25
-4.25,-34.0
-4.25,-33.75
-4.25,-33.5
-4.25,-33.25
-4.25,-33.0
-4.25,-32.75
-4.25,-32.5
-4.25,-32.25
-4.25,-32.0
-4.25,-31.75
-4.25,-31.5
-4.25,-31.25
-4.25,-31.0
-4.25,-30.75
-4.25,-30.5
-4.25,-30.25
-4.25,-30.0
-4.25,-29.75
-4.25,-29.5
-4.25,-29.25
-4.5,-54.0
-4.5,-53.75
-4.5,-53.5
-4.5,-53.25
-4.5,-53.0
-4.5,-52.75
-4.5,-52.5
-4.5,-52.25
-4.5,-52.0
-4.5,-51.75
-4.5,-51.5
-4.5,-51.25
-4.5,-51.0
-4.5,-50.75
-4.5,-50.5
-4.5,-50.25
-4.5,-50.0
-4.5,-49.75
-4.5,-49.5
-4.5,-49.25
-4.5,-49.0
-4.5,-48.75
-4.5,-48.5
-4.5,-48.25
-4.5,-48.0
-4.5,-47.75
-4.5,-47.5
-4.5,-47.25
-4.5,-47.0
-4.5,-46.75
-4.5,-46.5
-4.5,-46.25
-4.5,-46.0
-4.5,-45.75
-4.5,-45.5
-4.5,-45.25
-4.5,-45.0
-4.5,-44.75
-4.5,-44.5
-4.5,-44.25
-4.5,-44.0
-4.5,-43.75
-4.5,-43.5
-4.5,-43.25
-4.5,-43.0
-4.5,-42.75
-4.5,-42.5
-4.5,-42.25
-4.5,-42.0
-4.5,-41.75
-4.5,-41.5
-4.5,-41.25
-4.5,-41.0
-4.5,-40.75
-4.5,-40.5
-4.5,-40.25
-4.5,-40.0
-4.5,-39.75
-4.5,-39.5
-4.5,-39.25
-4.5,-39.0
-4.5,-38.75
-4.5,-38.5
-4.5,-38.25
-4.5,-38.0
-4.5,-37.75
